X;Y
5,285;-1,003
-1,264;4,884
-1,673;2,884
7,338;4,591
6,894;6,809
1,494;5,2
1,65;4,649
4,021;-2,824
2,366;3,962
10,212;5,875
4,146;-0,294
5,232;0,091
-0,383;5,469
3,784;-1,342
5,725;6,808
10,138;6,68
2,446;4,89
0,882;6,104
5,398;5,42
3,58;-3,602
-2,54;5,92
-0,934;5,485
-0,688;6,779
7,161;5,107
2,619;4,865
-0,912;7,301
6,076;5,787
2,507;0,828
6,987;5,882
7,607;7,691
1,066;5,441
-2,044;4,006
4,464;-3,607
4,884;0,314
3,404;0,973
8,759;5,062
7,989;5,685
4,266;1,511
1,713;-1,131
5,365;1,02
6,903;4,164
-1,42;6,099
-0,747;6,012
-0,583;7,246
2,979;-0,701
8,688;5,361
3,65;0,747
4,128;-0,76
0,224;7,191
0,113;6,111
6,316;3,558
8,697;8,453
5,474;-0,741
3,26;1,77
5,965;6,951
9,238;3,61
1,011;6,136
5,081;6,081
4,145;-2,522
3,706;0,175
8,498;8,59
0,019;5,022
2,533;3,584
2,469;3,973
6,081;4,968
0,649;6,244
2,401;5,363
7,581;7,649
-0,334;6,412
4,884;-0,726
1,421;4,095
10,489;6,656
2,239;-0,227
6,895;4,466
6,807;4,246
2,792;-1,969
1,939;4,723
6,48;6,72
3,118;1,189
5,894;-0,157
9,106;4,975
1,765;4,778
6,413;-0,607
8,378;6,499
6,63;-2,367
5,375;6,917
7,018;6,881
1,567;4,089
2,398;4,519
8,8;4,468
8,563;7,886
0,799;7,115
4,113;-2,605
3,083;1,362
6,292;6,489
5,343;5,062
6,099;8,266
3,482;0,474
6,947;4,686
-2,934;4,904
7,567;7,071
2,225;0,359
2,414;0,933
2,257;-1,548
-1,44;4,16
2,694;-1,122
1,783;4,987
4,304;-0,575
8,614;3,47
2,816;1,499
0,73;7,609
2,64;5,377
7,208;5,249
-0,684;7,311
6,841;8,309
3,783;-1,451
3,553;1,191
6,265;0,165
4,04;-0,812
2,509;-0,277
2,301;6,08
8,387;4,333
-0,98;3,452
6,513;3,506
-2,518;5,986
0,984;5,137
1,174;5,983
9,464;7,572
5,222;0,522
3,785;-0,241
4,76;-0,258
-0,104;4,442
8,467;8,254
5,676;5,446
5,072;-3,727
5,071;-1,371
4,491;-0,335
4,303;0,883
9,102;8,767
0,008;6,831
0,103;6,306
7,39;4,248
1,574;-0,378
1,641;6,517
-0,426;7,08
-1,787;5,423
5,264;6,411
1,405;5,325
-1,03;2,419
6,509;5,085
5,124;-0,311
4,911;0,396
3,901;-3,701
5,353;6,361
-1,796;5,406
4,057;0,732
0,958;7,507
7,422;3,528
-1,034;6,782
1,706;-0,073
6,81;3,51
3,911;1,692
-2,421;4,654
5,503;1,103
5,004;0,275
5,604;4,562
0,126;5,948
2,649;3,667
8,78;3,207
4,414;0,961
5,977;6,602
2,032;3,692
1,674;-0,008
8,481;5,709
9,008;6,762
1,27;6,111
-1,521;6,819
0,555;4,366
6,89;5,281
4,714;0,703
9,806;5,945
-1,557;3,904
8,584;5,449
6,419;0,695
4,386;1,117
-0,147;3,497
1,991;4,831
-1,57;3,903
8,587;5,483
0,757;4,176
4,968;-2,347
2,364;4,027
6,616;5,935
5,208;-2,173
0,891;5,395
-1,145;3,099
2,207;6,788
0,485;7,102
8,823;6,474
1,781;-0,91
3,56;-1,479
5,365;6,188
5,263;-0,403
9,002;7,483
0,473;3,402
-2,009;3,203
9,917;7,661
2,516;-2,597
6,709;7,881
8,621;7,104
5,382;6,33
5,069;-1,614
-0,119;7,181
0,09;2,651
5,187;-0,214
0,682;5,904
1,887;-1,633
2,284;4,4
-1,523;5,712
5,274;6,866
3,865;0,401
5,187;-0,285
3,457;1,602
7,206;8,547
1,965;0,222
2,229;3,625
10,782;5,147
1,532;6,631
-0,135;4,992
2,249;4,036
2,398;-1,804
7,824;6,985
2,078;7,024
8,654;3,307
2,597;-0,525
5,551;-2,167
6,405;6,272
5,491;-0,449
9,132;6,142
4,021;1,923
-0,517;5,399
1,411;4,386
0,16;5,513
1,239;3,572
6,329;-2,426
-1,389;2,478
-2,274;3,638
5,863;5,523
5,345;0,31
1,772;3,735
6,506;5,125
-1,475;7,091
0,019;2,746
6,073;7,033
-0,144;3,06
8,142;5,666
2,461;6,512
7,732;4,101
5,18;-3,681
-1,722;4,939
2,797;-0,901
6,189;0,885
2,157;4,36
6,984;4,013
7,119;7,932
6,418;-2,547
7,672;4,191
6,666;8,223
-0,73;3,674
4,012;-2,947
8,231;5,888
6,442;7,08
3,622;-2,774
3,765;-1,772
1,57;2,922
-0,528;6,603
-1,278;4,718
6,344;0,528
6,075;6,958
1,066;4,152
2,055;5,74
2,09;-0,277
0,416;6,66
0,886;6,046
7,359;8,596
-0,815;2,964
5,672;1,13
-0,253;5,447
6,049;1,09
10,179;6,455
-2,604;4,357
1,417;5,068
7,102;5,933
1,908;2,819
8,605;7,567
1,798;7,026
7,411;4,525
6,429;6,928
0,306;7,116
2,348;5,809
1,797;5,521
7,717;8,647
9,711;7,565
3,899;-2,317
2,234;0,798
6,723;-0,636
4,341;-0,474
9,675;4,233
-0,006;4,598
1,223;5,193
3,087;0,68
6,403;3,996
-1,733;6,393
1,793;0,395
4,789;-0,224
5,293;0,468
5,578;7,059
-0,146;5,927
4,946;0,039
4,691;-0,768
7,21;5,64
2,381;-2,358
6,961;3,496
-2,212;5,441
0,69;6,582
0,483;2,41
6,39;-1,197
5,529;-0,013
2,25;4,609
-0,106;5,993
0,556;3,633
6,322;8,18
7,366;3,096
6,229;-1,785
2,881;4,452
-0,276;5,194
1,058;6,784
2,53;4,944
5,601;-0,664
2,769;4,09
-1,124;6,971
2,192;4,074
4,809;-1,542
1,117;6,099
2,309;-2,01
9,947;5,218
8,408;3,534
6,582;6,282
-0,001;2,078
-2,601;4,636
6,839;-1,87
3,351;1,773
-0,329;5,902
6,97;5,972
0,097;6,229
0,735;6,646
-0,114;6,23
3,511;-0,845
3,308;0,545
5,004;-3,777
2,571;-0,064
-1,428;2,53
2,346;1,351
4,874;0,283
9,131;3,814
-2,736;5,844
1,417;6,068
0,722;3,43
5,81;4,957
7,566;3,767
8,981;6,872
5,773;4,322
9,077;3,898
3,5;1,105
6,013;0,236
7,27;3,875
-2,013;5,77
5,466;6,078
5,615;6,392
-0,312;5,576
5,098;-1,504
0,88;5,162
0,915;2,684
8,937;3,978
4,985;1,206
3,861;1,204
5,198;-0,502
7,964;3,645
1,115;6,871
6,624;6,469
4,646;0,584
0,609;3,145
4,587;1,593
-0,645;3,763
9,549;4,666
1,033;5,533
0,176;7,898
-1,503;4,486
7,385;4,398
2,791;4,43
8,235;5,178
0,395;7,473
2,079;-1,92
6,896;5,27
5,571;6,268
6,523;4,144
6,96;3,28
-0,652;4,004
0,071;7,813
5,527;0,901
5,333;0,248
1,711;4,191
2,314;5,117
1,317;6,217
7,364;6,851
-1,794;4,975
6,472;-0,244
-1,437;3,628
8,012;7,006
0,07;5,617
-1,875;5,189
1,869;5,659
5,5;0,383
1,629;0,405
4,561;1,037
8,75;7,038
4,977;1,044
8,32;8,199
1,978;4,389
5,554;-1,921
3,533;-0,495
7,999;5,393
-2,256;6,533
6,367;5,684
8,608;7,787
0,568;7,902
2,622;4,619
3,298;0,64
3,722;0,849
9,95;5,437
-2,021;7,166
6,089;7,058
7,259;6,061
10,027;6,734
7,455;8,451
5,467;-2,794
3,704;-3,735
3,762;1,885
4,312;-2,394
2,054;6,856
-0,384;5,851
6,462;5,181
-0,825;5,482
5,145;5,809
6,469;6,439
-0,906;2,814
1,882;6,373
1,434;-1,512
8,062;4,156
5,765;7,902
7,817;7,956
9,375;5,072
6,583;3,897
5,569;4,757
2,222;1,199
1,81;2,696
-2,703;4,351
2,662;4,116
2,636;5,601
2,535;5,597
-0,646;5,539
6,901;5,726
3,151;0,798
-1,039;5,049
0,097;3,076
2,312;1,254
-0,212;4,366
8,151;3,792
1,807;-1,742
2,657;6,058
2,694;6,162
2,681;5,304
8,717;5,312
8,391;5,087
2,659;5,48
7,275;6,373
3,896;1,604
5,655;0,73
-0,605;5,426
2,159;4,905
8,27;6,384
6,512;6,357
-1,364;4,302
7,256;6,121
2,235;4,342
1,006;4,266
1,536;5,677
1,748;0,738
6,435;7,679
10,188;6,932
3,214;0,673
5,966;-1,835
2,285;3,252
0,743;4,351
4,988;1,404
1,099;3,69
2,646;5,004
9,986;3,863
1,945;6,378
6,847;3,337
-2,203;5,159
7,138;6,767
5,735;7,575
4,601;-1,466
7,786;7,036
3,303;0,872
7,234;3,196
7,895;5,395
0,587;5,584
1,368;3,91
0,21;3,305
9,661;7,864
4,577;-3,812
-0,053;4,742
4,437;1,074
1,802;5,331
2,698;5,81
4,662;1,684
4,312;1,549
5,514;5,914
-1,677;3,202
10,143;4,054
4,908;1,424
9,547;4,481
8,189;3,774
2,421;0,463
0,753;5,331
6,629;6,271
7,157;5,09
-0,511;7,565
7,294;3,432
4,314;-3,837
-2,549;3,829
5,659;1,403
-1,31;4,311
0,256;5,564
2,549;4,861
5,081;1,766
1,139;5,617
1,286;5,08
1,39;-0,841
0,821;2,453
0,504;6,91
5,629;4,709
-0,776;3,603
2,59;3,799
1,456;2,917
5,902;0,715
2,624;-2,334
4,346;0,328
1,5;0,217
6,259;0,1
7,965;3,968
5,621;4,71
2,527;5,507
2,37;4,819
5,118;1,321
0,376;6,486
6,558;3,866
-1,771;6,728
5,611;-0,234
7,833;5,533
0,063;5,96
8,755;4,197
-1,444;4,536
5,446;-2,674
6,297;5,602
5,218;-1,94
1,259;2,336
6,478;7,018
6,174;-2,256
5,672;-1,739
2,805;4,553
2,397;6,522
1,453;-0,906
5,771;-1,732
9,669;6,904
4,676;-1,803
0,406;5,242
5,194;-0,627
6,37;5,967
0,733;7,037
5,876;4,054
5,478;7,283
1,276;6,416
2,34;5,628
4,244;1,535
0,034;5,014
1,273;7,48
2,891;5,756
5,048;-2,903
-0,962;7,345
4,447;1,386
6,892;7,691
-0,66;4,501
0,045;7,432
3,31;-2,606
0,157;7,615
5,537;5,558
0,539;2,682
3,831;-1,57
2,395;-0,167
-1,645;7,098
3,105;-3,182
6,137;7,287
10,747;5,163
4,83;-1,695
-2,072;6,425
5,645;-1,666
3,277;1,503
10,486;6,17
9,123;6,694
2,043;5,3
4,377;0,947
0,061;7,073
0,552;7,028
0,984;4,666
2,987;0,492
6,703;6,101
6,431;6,438
8,816;7,732
8,41;5,842
3,881;-0,262
5,927;-2,324
10,772;6,676
6,454;-2,286
2,29;1,373
3,644;-2,235
2,547;1,308
1,819;2,95
9,271;7,725
6,134;-0,372
2,702;-1,471
9,726;5,319
9,446;4,904
7,77;5,808
9,516;6,128
8,072;4,354
7,92;8,845
1,608;2,792
2,108;-2,146
2,874;4,698
-0,385;5,373
1,305;7,056
7,297;4,257
5,769;7,769
8,106;6,337
6,672;3,332
9,625;3,646
8,098;4,723
3,883;1,552
6,961;7,538
0,243;4,818
2,091;5,702
2,4;5,475
7,514;5,541
5,6;5,418
7,702;5,379
4,731;1,858
2,311;3,753
2,811;4,58
6,247;-0,323
9,194;3,577
-0,395;4,935
-1,107;5,302
4,229;-0,921
5,249;-1,313
6,405;-0,154
10,845;5,77
2,98;1,757
-0,493;2,753
0,043;2,164
7,261;3,923
4,817;-0,522
5,597;-2,173
-0,856;7,467
2,243;-1,825
8,765;7,91
1,545;3,267
7,936;3,238
5,495;5,68
1,488;-0,714
5,885;1,255
2,209;-3,238
1,159;5,179
1,42;4,93
-1,733;5,341
2,962;0,895
7,307;5,004
6,629;6,828
6,382;6,389
2,867;-0,068
7,21;6,448
4,647;1,434
4,518;-0,675
5,906;5,714
7,739;7,673
6,428;-1,446
2,744;-1,423
1,133;7,588
5,694;6,487
1,567;-1,108
6,004;8,027
4,264;1,54
8,225;5,508
4,886;-2,707
-0,857;2,619
6,652;0,245
0,872;4,592
2,439;6,114
8,048;8,092
6,578;5,649
1,302;3,711
6,879;5,031
0,541;4,456
0,582;6,843
4,079;0,891
0,521;4,182
8,625;5,452
-0,487;7,096
5,28;6,471
2,611;5,581
4,065;-1,064
9,824;6,166
-2,072;6,668
4,19;-1,6
2,267;4,976
9,087;8,269
1,109;4,455
8,502;7,964
0,954;6,132
8,852;4,988
8,453;8,059
-1,143;7,251
-0,66;7,507
2,186;0,032
2,73;-2,827
2,875;-2,85
-0,903;2,477
-1,494;4,156
2,759;4,137
4,485;-0,236
1,732;3,827
0,865;4,995
6,452;7,173
2,324;3,211
2,72;-1,778
5,871;-3,231
6,778;4,73
1,951;2,927
5,724;-2,746
5,873;-1,827
-0,715;4,44
1,471;6,286
-0,441;4,246
1,637;5,768
2,347;5,237
3,036;-3,053
6,149;-0,1
-0,039;2,688
7,658;3,587
8,21;3,265
6,507;5,071
10,537;5,303
6,558;6,579
4,546;-0,03
7,389;4,436
-2,44;3,51
0,714;3,558
1,784;-0,927
7,263;3,565
2,661;6,01
8,209;8,656
3,191;-2,067
1,588;-0,361
5,777;-0,136
1,056;3,798
-0,11;6,841
8,705;8,574
3,206;1,242
10,069;5,186
2,137;4,887
7,102;8,179
1,89;-1,359
8,031;8,771
3,675;-1,161
5,65;6,221
-0,023;3,282
-1,754;5,771
-1,286;4,73
2,644;0,818
6,466;6,891
1,558;3,513
2,351;4,294
7,811;7,593
-0,425;5,204
5,709;4,337
3,162;-0,054
3,08;-0,192
6,619;7,371
3;-0,605
5,677;1,115
6,823;6,096
5,74;-0,164
-1,285;7,122
8,943;7,546
8,956;4,512
-2,453;6,362
7,903;7,549
2,701;-2,108
1,263;2,831
2,591;-1,685
0,189;2,346
6,134;0,416
-0,793;5,195
5,42;-1,335
6,436;4,793
2,68;-0,498
4,959;-3,474
7,174;7,193
7,546;6,126
1,547;2,75
5,424;1,134
7,482;4,541
1,855;-0,816
-0,756;7,654
1,673;4,813
6,596;-2,27
4,982;0,344
8,303;8,259
6,232;-0,827
5,84;4,595
5,267;-1,878
-1,052;6,011
0,538;5,6
2,871;5,02
-1,745;3,839
1,747;4,367
4,417;1,297
8,593;4,427
8,279;8,021
3,416;0,001
3,798;1,355
-0,381;3,09
7,171;5,462
0,906;3,927
-1,787;6,509
9,827;6,068
2,96;-1,011
0,022;2,609
-2,375;3,885
7,774;4,648
6,417;-0,89
-0,026;7,983
8,13;6,28
3,721;0,939
1,525;6,173
3,891;0,081
6,671;5,527
6,672;5,453
10,571;7,313
3,745;1,944
1,505;-1,09
1,567;7,359
2,052;5,398
4,15;0,832
2,774;0,608
1,392;6,397
7,258;4,115
5,784;7,774
5,156;5,991
8,535;7,338
6,441;-0,292
10,505;4,866
6,75;4,631
7,194;6,691
0,759;3,479
-1,534;2,479
2,262;-0,426
2,184;1,136
-2,232;3,467
3,785;-1,118
4,175;-0,575
4,98;0,4
5,196;-2,265
2,402;-1,592
-1,791;4,281
6,228;5,953
2,344;-2,831
-0,248;3,019
-1,831;2,884
4,104;0,997
3,602;-0,404
10,662;5
4,17;-1,098
6,068;-2,314
7,338;8,84
1,379;5,197
1,575;7,169
3,252;-1,805
4,422;-0,369
1,613;3,82
7,438;7,376
2,906;5,555
4,812;-1,057
7,522;8,832
8,33;7,72
4,635;1,367
-1,725;2,774
5,394;-2,525
4,775;1,781
5,908;-0,478
0,587;7,874
5,82;7,86
7,178;4,148
0,547;6,209
10,479;4,781
3,696;-0,001
2,011;5,093
7,877;3,064
9,529;5,545
9,461;4,25
1,172;7,277
8,816;3,505
1,089;4,418
6,033;-1,719
2,517;0,563
2,246;6,339
1,544;5,385
1,744;5,727
2,416;4,864
1,547;4,538
7,917;6,625
8,594;7,964
7,916;6,811
0,222;7,778
5,609;-2,618
2,629;0,978
5,107;6,256
4,768;1,592
2,964;1,141
10,087;4,905
2,685;0,185
4,974;-2,049
2,211;6,032
8,406;4,015
0,348;3,553
8,908;6,096
7,89;8,956
5,454;4,673
0,308;2,49
10,19;7,999
2,52;5,101
2,464;5,464
1,989;5,099
-0,74;2,833
3,653;1,083
8,466;3,091
1,047;-1,408
10,239;4,648
1,347;2,699
7,828;3,764
-0,552;4,262
5,765;-0,946
5,444;-1,743
1,704;7,232
1,421;5,006
7,368;6,439
2,265;5,661
6,546;6,014
-0,834;5,174
3,688;-2,286
1,876;6,286
3,152;1,485
3,15;0,573
2,714;0,558
7,016;7,018
7,845;6,374
1,434;3,819
4,979;-3,3
-0,747;4,087
6,488;5,688
2,265;4,121
3,684;0,972
2,771;4,34
5,667;1,311
4,805;-0,448
-0,583;5,424
9,932;6,976
5,724;4,448
5,475;1,501
-0,328;7,474
9,457;8,258
-2,412;6,674
8,738;8,252
2,673;1,15
7,704;3,52
1,942;2,976
-0,277;6,857
-1,056;7,627
2,454;-3,45
6,557;-0,283
2,398;6,501
5,345;1,304
-2,307;4,515
5,467;6,73
5,915;-0,817
-1,256;4,025
1,889;4,603
0,346;4,959
9,248;8,076
6,85;3,699
1,431;3,773
5,32;-1,412
4,814;-3,374
1,481;3,178
-0,897;2,208
7,169;3,429
7,377;3,865
3,341;-1,732
7,882;6,072
1,154;7,717
0,526;3,105
4,288;-3,451
-0,882;4,128
6,295;4,621
10,763;5,199
4,551;-0,275
5,568;1,525
1,013;3,515
1,08;3,299
-1,818;3,689
1,526;-1,72
6,81;7,4
6,63;3,765
6,336;0,837
6,63;7,61
5,933;4,505
1,548;3,634
6,069;0,699
6,264;5,832
1,369;4,694
3,206;-0,971
4,251;1,877
5,997;0,81
1,75;7,002
7,589;8,584
8,8;4,437
4,294;-1,956
8,637;6,195
-0,167;6,139
0,698;3,123
3,183;1,064
9,928;5,594
6,453;0,501
6,617;6,984
2,478;-1,069
8,487;3,53
-0,308;5,018
-2,29;6,844
6,524;4,713
4,789;-3,512
5,493;5,102
5,785;0,23
3,898;0,346
9,484;5,361
6,651;0,367
4,269;-0,069
6,72;5,694
4,519;0,791
1,871;3,262
3,997;0,475
6,51;7,869
0,25;3,61
-0,318;4,22
5,405;-1,164
2,431;4,02
0,47;2,294
6,35;3,861
4,927;0,199
3,376;0,728
4,449;0,925
8,001;4,275
7,572;7,585
4,399;-2,639
-0,342;4,687
0,874;4,578
3,474;-0,931
9,443;6,715
2,733;-2,041
5,409;5,011
6,529;6,167
8,983;6,855
8,18;7,686
4,268;-2,478
2,869;0,481
3,142;0,352
1,168;3,874
1,709;-0,047
9,176;7,292
9,688;8,021
-1,736;5,424
-0,916;5,949
5,392;4,571
5,937;5,379
1,01;2,565
6,333;-2,824
9,302;4,49
7,79;6,238
6,931;4,498
9,14;6,5
7,401;3,114
7,335;5,676
7,598;6,34
6,705;8,636
8,68;5,853
7,87;8,361
5,336;-2,198
1,126;2,465
2,582;6,066
3,919;-0,051
2,779;4,357
6,248;0,017
7,03;3,6
9,111;5,325
1,572;0,387
2,644;4,142
3,047;-0,748
5,88;7,836
1,043;5,535
1,902;5,722
1,498;3,924
4,756;1,859
2,566;5,593
4,512;-1,579
1,418;4,723
-0,225;4,78
-0,723;4,416
6,609;4,423
6,451;0,055
2,452;-1,149
7,106;7,274
1,28;2,756
1,102;5,352
1,608;4,529
-1,73;5,542
3,949;-3,008
4,598;-3,385
0,118;6,14
1,672;4,492
2,051;-1,043
-1,228;7,681
1,203;3,25
-1,445;3,495
-0,487;3,469
0,676;2,191
6,754;8,365
2,727;0,643
-1,573;6,99
5,343;-1,825
7,294;7,62
0,881;5,717
9,438;7,18
8,932;7,428
6,651;5,582
2,84;-0,205
0,617;7,199
5,845;3,959
8,784;5,522
5,573;7,02
5,907;0,666
7,968;3,19
3,313;1,186
6,766;4,886
3,678;1,1
7,219;3,861
6,412;3,63
10,026;7,971
6,185;-1,409
7,745;5,63
8,537;4,628
5,359;-0,036
6,298;0,849
1,808;6,36
8,555;4,787
9,828;5,055
8,922;6,236
6,439;7,561
0,932;2,328
-0,896;2,336
5,823;1,169
-0,429;6,396
2,79;4,717
3,091;-0,897
2,139;6,772
2,048;4,227
5,083;-0,491
6,639;5,771
2,208;4,316
0,201;3,692
4,528;1,135
4,238;0,106
5,809;5,047
8,252;8,683
1,747;0,111
-0,371;6,852
4,983;-1,449
0,676;4,089
0,429;7,507
1,227;-0,676
5,442;7,496
5,78;-1,755
10,075;4,513
6,933;-1,035
-0,307;4,313
4,211;-0,456
10,584;5,416
2,277;4,183
2,874;-3,583
9,297;6,079
6,693;-0,973
3,667;0,735
7,409;3,594
6,553;7,716
6,482;7,602
1,649;-1,722
3,188;1,328
4,779;-3,465
5,965;1,129
2,224;3,701
4,116;-1,025
8,367;4,909
7,821;7,712
5,749;0,99
-0,274;4,483
5,098;6,668
9,543;6,464
1,591;-0,36
2,992;-0,772
9,277;3,834
8,759;3,398
4,409;1,676
-0,683;5,821
4,058;1,034
4,119;1,918
5,684;5,637
5,888;-3,253
2,161;-1,499
-2,257;6,579
2,582;4,88
2,204;6,118
4,78;0,82
6,186;0,698
1,183;6,929
3,74;1,04
10,447;6,12
0,104;4,341
1,307;-0,775
-0,728;3,87
2,734;4,718
8,049;6,32
5,517;0,589
-0,044;4,2
7,493;5,185
10,36;6,226
0,001;4,619
6,63;6,458
2,235;6,598
1,353;6,359
-2,243;6,609
-0,267;4,705
4,318;-2,489
7,342;6,931
9,163;5,294
-1,337;7,258
-2,477;6,337
7,787;6,296
9,123;4,203
9,021;3,331
-1,059;5,099
8,655;7,273
5,905;7,929
8,649;8,281
1,377;6,992
1,959;-0,564
0,879;2,324
2,318;0,278
6,353;4,73
5,102;5,754
-0,814;3,278
0,574;7,412
-1,468;3,501
7,705;3,391
8,741;5,814
9,268;6,635
8,22;3,067
-1,653;7,328
-0,331;3,553
6,459;-2,018
-0,715;6,953
2,284;5,918
1,082;5,086
3,029;0,458
9,216;4,426
4,695;1,337
6,901;5,845
2,645;4,146
2,226;0,526
8,442;5,26
1,257;4,118
-0,74;4,171
2,917;0,207
1,468;3,413
-1,675;3,285
6,008;-0,393
1,469;6,307
9,297;5,317
10,771;6,359
9,069;4,528
5,41;-0,309
6,481;8,061
6,448;-2,323
9,349;4,47
6,574;3,771
5,239;6,6
1,855;0,33
7,57;7,295
2,724;6,179
-0,571;3,258
-1,529;5,856
3,296;-1,332
7,183;6,849
1,907;5,332
7,97;3,881
1,56;6,711
6,039;1,094
-0,266;3,343
2,846;4,873
5,66;5,787
9,712;7,739
5,659;-3,243
3,156;0,743
4,274;1,183
8,096;4,858
-0,384;2,545
-0,633;6,46
3,107;1,715
9,959;5,27
-2,034;6,804
9,882;3,753
8,936;5,945
5,453;-3,023
6,572;-1,601
2,402;0,467
4,839;1,11
6,864;-0,966
6,278;7,824
0,251;2,558
5,812;-2,898
7,355;8,08
2,864;-2,932
0,205;5,054
1,584;5,01
9,79;4,587
3,163;-3,251
7,157;5,858
8,021;5,346
8,55;7,682
6,845;3,423
6,289;3,62
-1,145;6,245
-1,035;3,781
3,121;1,32
0,651;2,566
-0,028;4,261
5,741;0,529
9,051;6,649
-0,425;4,024
1,24;2,677
7,177;4,295
-2,33;6,178
7,269;7,445
0,856;5,185
8,452;3,805
0,04;3,78
2,047;-1,832
7,252;7,449
6,514;0,263
2,014;6,392
6,796;4,397
-2,055;5,598
7,16;4,795
2,242;6,086
6,592;-0,514
-1,092;5,875
3,344;-0,565
-1,627;6,422
1,204;7,445
4,278;1,55
10,309;6,143
2,071;3,017
2,128;2,996
-1,264;6,468
-1,585;6,525
4,582;0,365
-1,962;3,973
9,164;4,319
2,527;6,559
7,134;8,082
8,489;4,616
5,612;4,88
8,821;8,358
4,344;-1,384
1,245;5,689
7,865;4,903
-1,391;3,011
6,363;-1,46
6,169;-0,531
5,134;-0,377
8,732;6,905
3,742;1,792
8,542;4,043
4,724;0,344
7,078;4,181
3,528;-0,745
5,727;0,365
0,44;5,24
1,051;4,512
6,946;4,863
3,244;-0,891
-0,156;4,387
7,201;4,319
7,305;7,877
5,703;-1,751
0,337;5,666
8,893;3,966
5,258;-0,968
0,977;4,491
-0,944;6,692
6,021;4,545
5,679;-2,801
6,03;-2,136
5,535;4,774
5,992;3,879
7,709;6,864
5,402;0,712
9,05;5,7
4,091;0,082
7,665;6,188
2,483;4,127
2,268;0,817
5,806;6,15
4,222;0,221
-2,092;5,769
4,516;-1,637
6,207;3,871
9,101;4,776
7,496;3,153
6,019;4,757
7,216;4,751
4,081;0,81
6,07;5,897
0,507;5,761
-2,633;5,27
-1,008;3,284
0,852;4,233
2,188;3,164
4,144;-0,826
-0,282;4,81
9,867;7,78
8,175;7,134
-0,789;6,474
8,788;4,394
-1,001;2,472
-2,068;3,14
8,545;6,097
7,082;4,289
7,552;8,93
1,218;4,675
0,342;7,676
5,796;4,465
-2,736;5,362
2,166;6,608
7,565;4,147
2,021;-1,565
5,068;-0,709
10,158;7,849
-0,108;7,509
-0,958;3,21
7,581;5,563
1,814;3,572
1,682;0,698
4,594;0,817
2,261;0,038
3,833;-2,06
10,424;4,789
2,364;4,982
9,809;3,629
3,513;0,515
3,987;-0,166
8,075;5,383
-0,479;4,46
2,095;-2,441
1,563;-1,056
-1,634;4,671
6,483;0,337
-0,421;5,321
8,793;6,059
9,019;4,478
2,713;-1,672
4,486;0,158
2,616;-3,151
8,386;3,222
5,956;7,469
0,238;5,157
2,279;6,025
10,238;7,26
4,075;-3,745
4,695;-1,537
1,847;4,389
0,555;3,304
4,017;1,915
3,38;-3,71
2,588;-0,086
6,766;-0,716
4,172;-0,254
4,432;-0,983
2,164;6,184
6,484;5,987
5,056;-0,804
3,22;1,689
-0,088;6,733
6,12;0,7
8,461;7,018
5,729;0,122
5,481;4,908
-2,487;4,208
6,38;5,819
2,88;0,685
5,289;0,177
6,46;7,148
0,692;4,845
2,047;5,254
3,703;1,078
0,608;2,321
7,644;7,87
0,462;7,433
1,219;6,966
10,162;5,562
-0,547;6,651
2,795;4,915
0,691;6,651
7,656;8,622
0,479;4,924
6,241;0,324
7,044;7,09
1,668;4,541
5,1;-0,272
0,182;5,357
8,364;3,726
7,002;6,722
-0,503;2,436
3,304;-2,132
1,375;7,153
1,032;4,98
-1,176;6,315
4,939;-1,199
2,2;1,078
7,571;5,279
5,456;7,038
5,493;0,204
1,982;-0,82
5,676;0,034
1,989;5,809
0,887;4,573
6,405;5,621
3,472;1,131
4,386;-0,406
6,973;-0,741
4,211;-2,172
1,836;-1,139
-1,663;7,001
1,392;-0,426
0,951;6,181
6,47;4,694
2,772;1,072
2,347;4,53
3,05;1,68
0,731;4,481
5,835;0,559
5,855;-1,26
0,739;6,264
3,659;1,853
5,944;-0,563
9,624;7,036
3,985;-1,802
0,312;7,021
3,323;1,726
6,776;-0,814
10,304;4,667
0,818;5,231
10,276;4,418
4,798;-2,271
6,338;6,937
6,098;6,828
0,585;5,485
0,592;2,279
5,044;5,553
-0,419;4,556
4,359;-2,11
0,915;5,929
7,937;4,265
8,863;3,305
3,961;1,023
-1,127;4,458
-0,083;5,934
0,957;4,221
5,691;1,078
1,991;6,09
2,804;1,519
-0,174;6,082
2,815;4,472
5,954;8,046
4,704;1,717
3,371;-1,658
4,149;-1,708
2,302;-2,933
-0,254;2,565
6,087;5,58
8,788;8,869
7,386;3,977
-1,682;5,775
-1,534;5,932
8,092;6,695
1,996;6,685
5,385;-3,297
2,326;3,265
0,533;5,56
6,235;3,814
6,211;-0,119
6,884;-0,41
4,967;0,542
2,274;3,844
-1,908;6,812
-0,257;3,787
4,026;1,095
2,839;1,417
3,465;0,508
8,568;3,684
-0,62;7,751
8,952;6,054
6,814;-1,626
6,102;5,588
1,502;6,867
5,23;6,561
2,708;5,283
1,722;2,88
-0,283;5,407
1,433;-0,671
-0,586;2,724
7,254;4,239
7,774;3,593
2,05;-0,271
4,435;-1,699
3,51;-0,877
6,242;7,916
-2,086;4,08
3,729;0,16
6,044;4,059
9,539;6,277
7,772;7,24
10,252;5,766
